Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Album_type,Licensed,official_video,Album,Comments,Title,Channel,Composer,Artist
6,4320,5,7556,1840,7269,176,2558,4619,4081,9940,10596,8401,7960,0,1,1,1041,1834,12084,4061,3,6273
5,2512,7,3911,342,5496,573,2929,3949,10023,8637,9267,6772,4471,0,1,1,10459,9427,12083,4061,9,6273
3,2339,9,11938,1428,4642,0,5598,2256,2887,8901,12283,13168,4381,2,1,1,9575,9427,15345,159,0,8042
3,1830,10,2196,685,7269,3822,3096,3142,8363,15344,15288,13846,8486,0,1,1,5448,6737,8676,4180,10,4488
5,3190,4,11938,637,7269,7351,5598,4923,8437,14773,8496,8358,6625,2,1,1,5567,1381,10787,5845,2,5590
4,3805,10,8478,711,5348,1504,1497,4923,568,15857,14200,11821,6734,0,1,1,396,4185,452,4180,10,292
2,1501,1,4051,316,7269,7351,1594,1864,13306,7164,5468,4464,4930,0,1,1,7176,448,5863,4537,8,3136
1,2994,9,9647,1920,6569,7351,1539,2680,16051,14941,8094,18482,6539,0,0,1,396,9427,14715,4722,6,7631
6,4941,4,8276,3843,6092,2021,1062,4866,1178,10219,10042,7975,6154,0,1,1,396,1129,15345,4180,3,8042
7,2672,10,11938,3350,3628,1540,1094,3149,16051,15857,12567,11212,4291,0,1,1,403,3296,474,5845,4,307
4,2515,9,5339,1095,7269,0,5498,1860,2940,15857,7992,9193,1503,2,1,1,7932,1283,15345,160,9,8042
7,3331,2,3763,879,3155,4993,5598,4229,10509,15857,11032,18482,3482,2,1,1,10459,9427,3353,4180,5,1729
4,2757,0,9392,296,7269,0,2487,4738,12644,7014,19253,18482,15084,0,0,0,10459,2252,1455,1437,10,835
4,2093,8,7654,294,6105,2051,3068,3953,16051,5503,15906,13096,18785,0,1,1,10459,4302,1452,486,2,832
1,1978,10,9715,4876,4628,7351,5598,2884,6208,9874,12839,11671,5561,2,1,1,2783,3309,5299,1763,2,2766
4,1696,10,11938,359,6056,0,2046,4880,11160,3837,11495,7840,7912,0,0,1,2253,818,15010,4787,9,7797
1,1746,0,10720,4876,5750,0,1508,4582,14606,7365,19253,18482,13756,0,1,1,3789,5824,1453,486,10,833
6,4519,4,11068,366,3705,0,4001,4881,8983,1231,15475,18482,9831,0,1,1,5696,3463,1454,486,3,834
8,2964,9,9444,522,5042,0,2016,4185,6302,8764,7978,12908,11878,2,1,0,8155,9427,15345,5845,5,8042
9,4439,7,8686,4204,2004,2245,3835,3582,12600,6277,14168,14255,3271,2,1,1,10459,6541,14413,4177,6,7444
8,4973,2,5624,3765,5421,7351,1751,3539,2740,6042,11858,12739,1925,2,1,1,6884,5501,14414,5845,9,7444
9,3415,5,5148,4376,4819,1247,635,4498,1599,4002,10165,11263,1651,2,1,1,8154,4780,15345,5845,2,8042
9,3906,10,5206,3697,3934,4373,459,4776,6811,7569,2703,1954,1114,2,1,1,9778,15,9884,1157,3,5119
6,4320,9,11542,3400,3580,873,3997,4583,16051,14679,19253,12673,4438,0,1,1,401,4632,468,4180,3,301
9,4159,5,7908,2953,4109,5272,4916,2627,10171,9000,19253,17804,6578,0,1,1,6450,7608,10302,4299,3,5334
8,2780,4,8301,1144,5331,0,4550,3865,6293,8451,7978,12908,8417,2,0,1,7032,5261,15345,1379,3,8042
9,4367,5,9178,4876,5491,4,3139,4750,11982,9084,9987,9492,7894,0,1,1,7521,4,11793,4280,4,6133
3,4759,10,10983,608,5561,0,2700,4535,16051,15764,19253,18413,10347,0,1,1,7827,9427,15260,4301,0,7972
6,1867,9,3224,968,5789,148,2700,1287,7615,15189,3901,3861,18785,0,1,0,9572,423,9923,3349,8,5138
8,1840,3,2461,2323,4956,845,2261,3118,7578,12812,14184,13076,6573,0,1,1,10095,5182,14694,4180,4,7612
4,2611,0,6747,1923,4826,0,3182,1983,11607,15857,11425,10271,4508,0,1,1,700,9427,956,4180,6,545
4,1285,6,2061,333,7269,7351,5598,3698,2923,15043,7765,18482,4960,0,0,0,2983,1987,15345,3349,10,8042
7,4684,5,5688,694,3260,360,2947,4248,10502,14629,906,914,2305,0,0,0,895,9427,10502,2411,8,5452
5,1678,1,908,886,4998,3489,4650,3260,2354,15111,19253,6956,4536,0,0,0,524,1867,10490,5822,0,5443
0,1154,7,4182,858,5596,272,5069,1553,15502,15857,19253,14165,4362,0,1,1,10459,6628,13573,4537,0,7008
1,1660,6,11938,2831,4454,0,1754,2510,16051,15388,9523,10820,2572,0,0,0,7191,3867,5480,4963,0,2868
6,2642,5,2659,4876,1572,0,3103,4426,8858,14770,19253,5590,18785,0,1,1,10459,816,910,3300,3,518
4,5152,6,5840,3147,6324,5059,2390,4229,11886,12547,7202,11110,2186,2,1,1,10459,3155,1163,5845,4,660
4,2002,5,3915,2354,5343,1012,1030,4000,11083,14489,14231,13975,18785,0,1,1,9572,6252,14173,4180,9,7335
5,3481,5,11938,1953,7269,191,2016,1501,3351,15171,12777,11787,18785,0,1,1,7140,9427,11134,4180,4,5798
8,4053,0,7361,916,2328,2149,4546,4063,7139,15073,19253,1643,4478,2,0,0,3533,53,6979,5728,8,3670
7,1555,10,3974,1617,3197,0,1435,3268,2896,14766,6314,18482,2465,0,1,1,895,550,14338,4276,3,7405
5,3672,0,4303,1000,2048,2730,4832,4923,5501,6489,9674,10172,6386,0,1,1,9145,2720,13630,4537,5,7031
8,3175,10,3633,4876,4675,149,1743,4552,5172,13240,3489,3755,4069,0,1,0,9518,9427,14132,4722,8,7303
8,1432,0,1098,1150,6818,4166,2583,4405,7730,13980,15191,11354,3197,2,1,1,9517,6822,15261,4350,8,7973
5,2150,0,3955,243,5655,1979,2464,1653,16051,14724,19253,2240,3125,0,1,1,2896,9427,5535,5845,4,2903
5,2228,6,4329,426,6838,1643,2830,3142,9762,14697,19253,7278,2256,2,1,1,439,1617,504,3197,2,322
4,2002,5,3915,2354,5343,1012,1030,4000,11083,14489,19253,13975,6858,0,1,1,9572,6252,14173,4180,3,7335
6,1867,9,3224,968,5789,148,2700,1287,7615,15857,14388,12150,7417,0,1,1,9572,5446,15345,4180,9,8042
7,1489,5,3644,309,5641,7351,5598,2380,16051,14440,12122,18482,6357,0,1,1,10459,9427,451,5845,7,291
1,2597,10,4692,4560,3941,0,1181,3840,16051,14891,19253,11780,6001,0,1,1,10459,4377,15345,4180,10,8042
8,1798,10,4546,2052,4417,1155,4001,3254,8836,14098,4234,3724,3589,0,1,1,2381,9427,15345,3300,0,8042
8,1903,4,2785,399,6059,4160,3347,4923,16051,14570,13365,12109,5571,0,1,1,10459,4819,14172,4180,10,7335
3,1873,2,3190,637,6177,1083,2725,2380,16051,15171,19253,11888,3946,0,1,1,10459,9427,278,4180,8,195
6,2278,10,6259,694,4500,0,2093,4923,16051,15211,4350,3295,4408,0,1,1,8360,158,12729,4180,9,6595
9,4198,10,6551,2799,2475,0,2688,3316,5793,13711,12318,11134,4426,0,1,1,9572,3551,14175,4180,3,7335
4,2611,0,6747,1923,4826,0,3182,1983,11607,14411,19253,10271,4508,0,1,1,10459,3340,956,4180,0,545
2,4675,10,8230,274,7269,714,5598,3051,4737,15857,19253,16497,18191,0,1,1,10459,7606,216,5845,0,154
3,2512,10,6783,199,2176,0,5598,1254,12637,10200,18847,18482,17726,0,1,1,891,8642,215,44,3,154
2,4185,7,8364,268,844,0,5598,1914,13179,11917,16518,14927,18785,0,1,1,891,6460,219,5845,6,154
2,4976,0,9422,1953,581,608,2151,1627,16051,10486,14942,12238,13169,0,1,1,10459,5297,15345,44,0,8042
2,3784,7,7790,174,971,359,2663,1606,4072,12295,19253,9343,10009,0,1,1,8664,2754,214,44,5,154
2,4736,6,7277,2189,1384,7351,3599,2006,13118,15857,12961,10819,8324,0,1,1,8664,9427,217,44,3,154
2,3592,0,7564,4876,7269,0,1401,1268,10809,9581,11772,9225,7301,0,1,1,10459,3234,15345,44,9,8042
1,4665,1,9254,858,1565,0,2286,2728,3089,10589,12887,10393,9479,1,1,1,8814,3746,15345,44,6,8042
1,5072,10,10062,1463,249,6454,2986,3183,14787,2590,2439,1672,18785,0,0,1,9549,55,218,5824,0,154
0,4700,2,5526,2151,873,4375,1981,3409,14556,5568,16392,15345,17267,0,1,1,10459,7705,13119,4402,0,6829
2,4524,0,9619,1316,1176,1329,884,3165,16051,15857,14877,12697,15715,0,1,1,2737,5491,13114,5845,10,6829
6,3266,5,7540,251,1533,368,250,4868,16051,2824,19253,7747,7215,0,1,1,2604,1995,13121,4402,5,6829
6,4008,10,7006,2834,1784,5384,2317,2395,10931,15857,10540,8150,16975,0,1,1,1460,2074,13116,4402,0,6829
0,2068,2,11938,1025,3418,487,2151,2702,3923,11229,13195,11570,12352,0,1,1,2737,4564,13117,4402,9,6829
1,3082,10,11210,1380,5491,4047,2540,4643,4625,984,6354,4573,18785,0,0,0,8666,496,13115,1896,0,6829
4,3610,2,5986,399,1484,2080,5598,4012,8865,3954,19253,8692,11723,0,1,1,3,2838,13118,4402,9,6829
2,3805,6,11938,4876,569,294,4889,3177,6613,15857,19253,13719,15575,0,1,1,10459,4649,13120,4402,0,6829
4,3572,10,7175,654,838,1855,2663,4185,10030,10835,19253,8602,13863,0,1,1,9375,2256,13113,4402,0,6829
2,4185,4,4598,1666,7269,820,4631,3965,7779,15857,7641,4942,7924,0,1,1,5454,1091,13122,4402,9,6829
4,4528,10,3384,1692,473,7351,678,4832,12627,15857,17552,16424,16388,0,1,1,738,8455,15345,2899,8,8042
0,5152,0,11938,817,848,6844,3689,560,15748,13694,19253,17241,16570,0,1,1,7977,8591,15345,2899,0,8042
1,5119,1,10603,2852,187,1704,5598,104,16051,3764,12868,11319,18785,0,1,1,4024,9427,8875,5845,10,4585
5,5029,8,9902,3140,548,7351,4053,2859,16051,6257,4313,3928,14145,1,0,0,5033,629,8874,3418,3,4585
0,5048,10,11938,3843,7269,4617,5052,1415,11168,4315,12018,10810,7469,0,1,1,4024,4671,8873,5845,10,4585
2,4885,10,7148,821,20,7351,4744,1835,5185,5173,8557,6629,8385,0,0,0,5607,2103,15345,3418,9,8042
3,3551,4,11938,817,19,2161,5422,1920,11281,15857,14758,13242,10248,0,1,1,5607,6952,15345,2899,10,8042
1,4477,4,8876,2019,7269,973,318,4923,13422,7928,19253,12283,7941,0,1,1,4024,9427,8876,2899,10,4585
5,3672,10,11938,576,684,711,5005,4923,6481,15857,7521,6843,9899,0,0,1,3902,1383,15345,2898,8,8042
4,4935,10,11938,507,3415,340,4109,4874,7764,15857,17953,16423,18785,0,1,1,8338,7382,11879,4002,4,6176
2,5152,2,11938,414,6069,5390,1448,3487,9374,5865,19253,9447,15014,1,1,1,7589,1973,11873,4002,3,6176
8,5152,10,7929,4876,7269,3323,5598,3863,4494,15857,19253,17111,15726,0,1,1,8338,7954,11877,4002,8,6176
7,1578,7,1705,1610,4371,6300,2093,4854,16051,11678,9922,10002,13981,0,1,1,413,3410,11878,5845,4,6176
6,4306,10,8938,272,3243,7351,5598,4876,8423,12809,19253,18482,18785,0,1,1,8338,6650,11874,4002,10,6176
3,5152,2,11117,1331,2570,1565,650,3830,8360,11487,13686,18482,10988,0,1,1,7778,4976,11880,5845,6,6176
1,1475,9,1832,543,6735,6470,1301,1399,3194,13306,12008,9221,11815,0,0,0,413,3012,15345,4003,0,8042
6,2483,5,1643,676,3827,6320,2804,4126,7982,10162,10707,9397,10204,0,1,0,7588,9427,11875,3229,5,6176
4,4400,10,8591,434,1384,0,3487,3533,10143,8571,14864,12317,10072,0,1,1,8143,4860,11876,5845,4,6176
1,2047,2,1401,966,6007,6672,2583,3121,9305,14515,8606,18482,8427,0,1,1,413,9427,15345,4002,0,8042
0,1370,10,11938,4876,5986,7351,3760,2627,15411,14065,13825,14707,18269,0,1,1,6498,7201,4079,1295,0,2145
5,4684,2,7228,463,3319,2524,1373,4453,7709,10612,10867,10274,15936,0,1,1,2472,3709,15345,1295,10,8042
3,3376,0,6423,414,5724,0,2523,1881,9005,7579,10460,9157,15096,0,1,1,304,3435,4078,5845,0,2145
7,2528,7,3611,300,4833,2599,4465,4862,8746,12548,15771,14454,13555,0,1,1,2472,6232,4077,1295,7,2145
4,3025,0,4117,309,5417,0,1697,4775,8790,9367,1659,1540,18785,0,0,0,6498,96,4080,4839,5,2145
3,3906,1,3616,978,2529,1719,2182,2464,12225,9282,2511,2305,11586,0,0,1,6498,314,4081,5845,3,2145
6,3102,9,5984,481,5131,1559,3549,4172,8326,15857,19253,3061,10552,0,0,0,3107,544,3907,3771,8,2033
1,1516,9,5172,309,6485,849,1377,1115,314,13109,3904,3000,11074,0,0,0,304,530,3906,5144,6,2034
6,5152,9,4696,262,5152,7351,5028,4716,8369,11874,3173,18482,12387,1,1,0,3269,544,3907,3771,3,2033
1,4334,7,2311,2003,3411,70,4838,4211,12818,4853,9080,7149,18785,0,1,1,9183,9427,15345,1295,0,8042
1,4384,10,7536,1968,717,1163,5598,3158,7329,15857,1524,1461,17953,0,1,0,2807,74,6417,5845,3,3407
2,2515,6,11938,2388,3548,3577,529,2244,313,1595,1632,1363,15681,0,1,1,892,19,6416,1747,8,3408
2,4866,2,8803,4876,1269,6761,5598,4923,6606,3315,19253,11492,16493,0,1,1,781,4901,10968,2159,0,5693
0,4185,9,8248,4876,1035,6379,100,2984,14740,7351,12432,11775,16096,0,1,1,781,4338,15345,2159,9,8042
2,2278,5,3103,1431,4605,4834,3380,1742,1249,15857,5164,4870,12555,0,0,0,781,9427,15345,5042,3,8042
1,3866,10,4162,4520,5367,4650,5305,4923,3698,3165,1998,3571,18785,0,1,1,892,54,2504,2158,8,1291
2,5077,10,8400,3362,4025,139,5598,2994,7318,15857,2211,18482,10467,0,1,0,2807,42,13264,4139,2,6893
2,5152,10,7863,986,2649,6044,4611,3169,4598,6115,13730,12702,12011,0,1,1,781,5885,13265,2159,0,6893
1,5152,9,8946,3211,657,4830,4514,4923,13676,2735,2290,1987,8054,0,0,0,781,166,6419,4212,0,3409
3,4583,9,11938,1450,214,0,672,4294,7794,7027,17215,15494,17221,0,1,1,561,7621,12680,4272,3,6573
1,4901,9,8881,3501,7269,0,767,3515,15908,3992,16142,18482,16891,0,1,1,10459,7521,12679,4272,9,6573
1,5029,7,9249,4314,549,992,3936,4923,15846,2361,15065,13348,16546,0,1,1,2518,6777,15345,4272,0,8042
1,5152,10,8813,399,1102,3728,5598,3376,4887,4387,14326,13150,18785,0,1,1,1804,6110,12683,4272,3,6573
0,4976,8,8473,2521,193,4553,4480,3716,16051,6083,13813,11626,14736,0,1,1,2518,9427,12684,4272,10,6573
0,4615,4,10315,1044,1424,0,5598,593,15259,13617,14398,12849,12742,0,1,1,10459,5997,12687,4272,0,6573
0,4835,10,10252,1386,7269,0,4235,3035,15293,15857,9430,18482,8674,0,1,1,77,3366,12686,1892,2,6573
1,4923,7,9830,2301,676,3987,1550,4331,15696,1790,10672,7762,10108,0,1,1,2518,2289,12682,4272,10,6573
1,5130,6,11118,1764,7269,7351,5494,4923,4517,15857,19253,18482,8093,0,1,0,1804,357,12681,2889,9,6573
0,5127,9,11319,3335,450,0,2016,4289,15845,15857,11123,18482,8793,0,1,1,9497,9427,12685,4272,0,6573
5,2403,8,3407,1852,2473,0,4720,1986,1197,15857,19253,18482,843,0,1,1,3487,9240,15345,4615,7,8042
9,2795,10,1669,3172,1982,213,709,4276,5814,14797,3993,18482,6204,0,1,1,4456,1227,2958,936,4,1525
7,2801,3,6161,3676,1369,2134,5598,2444,2955,14309,9763,9604,5483,0,1,1,5963,4911,2957,5845,2,1525
9,2487,5,8334,3873,3108,3384,3509,1965,4019,1541,1988,1673,884,0,1,1,5963,33,2956,4615,10,1525
9,4079,10,6269,3645,4332,3598,4293,3424,7660,7759,6895,18482,3796,0,1,1,3487,2147,2955,4615,8,1525
9,5152,7,2343,4371,7269,0,4473,4923,4871,3953,1681,1794,18785,0,1,1,4456,213,15345,4615,10,8042
5,5152,0,7696,1612,7269,0,3011,1928,1360,10101,1121,1097,18785,0,0,0,3991,8,2959,4779,0,1525
2,2534,7,1237,4848,5178,0,4640,1917,15076,223,4387,2343,18785,0,1,1,3487,56,2961,4615,0,1525
8,3658,8,4630,3658,3651,0,3857,3376,2260,12903,3362,2547,1245,0,1,1,3487,9427,2960,4615,6,1525
4,5152,4,8567,4876,478,5485,788,2853,16051,10860,8122,18482,15958,0,0,0,10459,1871,9128,3870,0,4728
0,5121,10,10431,3579,628,5544,5598,1192,9610,15316,19253,13007,13387,0,1,1,10459,9427,9125,5473,0,4728
2,5116,7,11938,3129,7269,2247,1864,1847,4468,14506,2908,1751,18785,0,0,0,7443,53,9129,4034,8,4728
0,5152,5,9331,945,329,1032,3011,1346,15979,12036,11216,10960,18785,0,1,1,10187,9427,9123,5473,10,4728
0,5102,4,6549,2239,314,5729,2830,3526,15769,1967,1207,1037,5618,0,0,0,3957,9427,15141,5135,2,7889
0,4965,4,10071,3688,149,7030,5598,1920,11759,10674,6569,7494,9398,0,1,1,6685,2842,9126,5473,2,4728
6,3901,3,4658,326,56,6875,4241,4871,10133,9176,3374,3204,7513,0,0,0,10459,589,9122,1843,2,4729
0,4634,4,7124,3863,297,4187,3814,3680,284,14665,11738,11485,8255,0,1,1,2035,5451,9127,5473,2,4728
0,5127,2,10642,3520,110,7081,4299,804,7675,14319,5425,6111,10863,0,1,1,7443,1554,9124,5473,0,4728
1,5063,2,10457,2319,167,5161,3218,2183,15226,12510,6308,9556,2822,0,1,1,9002,5611,9130,5473,10,4728
7,4541,2,7232,4876,2748,0,5598,4502,7354,5097,7820,8735,18334,0,1,1,1902,3093,13169,5715,8,6845
5,4367,0,6120,1486,3211,0,1294,4347,11078,6306,13580,12593,16409,0,1,1,5201,5459,13166,5715,8,6845
8,5152,9,6897,1770,4298,0,4025,4923,10447,8603,15038,13560,18785,0,1,1,1902,6909,13168,5715,6,6845
7,3921,2,4587,1095,2951,1972,5598,4882,9002,5691,19253,18482,13021,0,1,1,10459,1602,13171,5715,8,6845
2,4837,2,6785,1638,7269,1040,2804,4677,16051,2689,11556,10386,12616,2,1,1,8715,3580,13165,5845,0,6845
2,4870,9,7144,1883,7269,1338,5598,4923,13541,969,19253,3328,5113,0,1,1,10459,9427,13163,5715,10,6845
7,5152,7,3861,2629,941,5584,1785,3840,4195,5459,2229,1974,9127,0,0,0,5201,9427,13164,5845,4,6845
4,3212,4,2618,2278,2311,4100,2424,4562,13072,9062,5106,4185,8845,0,1,1,5201,676,15345,5715,6,8042
3,5152,6,5537,1009,1909,0,2875,4176,5773,979,4081,3228,5016,0,1,1,8700,336,15345,5715,9,8042
8,5152,0,5122,910,2359,0,183,4535,7804,14784,5508,5169,18785,0,1,1,7576,1132,13170,5715,3,6845
8,1516,2,2627,4876,6105,772,1245,3004,5621,2732,15593,14354,17739,0,1,1,8736,5583,10347,3691,0,5367
6,1158,5,1394,507,4614,0,2647,4600,5223,15857,9302,6748,11512,2,0,0,10459,1069,10351,5845,4,5367
5,2605,10,4629,1923,5672,85,2540,4923,3986,1388,8226,6506,12206,0,1,1,2515,2043,10349,5845,0,5367
1,1133,10,11938,507,6607,0,2830,3890,15365,2079,19253,8806,12408,0,1,1,6579,1426,10353,3691,2,5367
3,5152,9,1110,1724,3588,848,3824,312,5498,15857,11464,10794,13621,0,0,0,10459,3686,10354,5845,9,5367
7,1300,0,4064,932,5589,2558,5598,3533,5488,15857,7609,5235,12598,0,0,0,6476,582,10352,3538,8,5367
2,984,10,1876,426,6180,3410,1842,826,13215,4335,11364,10119,10267,0,0,0,6476,9427,10350,3538,10,5367
1,1094,0,1557,4876,3910,0,5598,1630,11768,15857,6054,18482,10110,0,0,0,9010,1001,10348,3680,0,5367
3,3025,10,4239,350,7269,7351,461,4832,13260,1319,8841,5885,7060,0,0,0,5285,1192,10355,3344,6,5368
2,1544,6,3374,463,6140,2726,1312,1302,1812,13050,15464,14635,16114,0,1,1,8560,5991,12611,5845,2,6537
5,1378,10,2244,187,4722,4553,5598,1663,5703,15857,15057,12997,18785,0,1,1,10459,5709,12608,4242,4,6537
5,1415,9,702,711,4833,709,1641,3650,5335,12370,17715,15952,16283,0,1,1,36,7604,12607,4242,3,6537
6,3187,2,6550,1000,1273,7351,601,1167,9514,10569,9517,18482,8506,0,1,1,6626,2994,12737,3942,3,6602
1,1145,5,4415,886,7269,2788,1195,856,6897,7719,9376,10728,8550,0,1,1,775,4022,12612,3832,0,6537
0,786,10,11938,648,7269,5300,1540,1514,16051,9994,15817,18482,18785,0,1,1,36,5649,12609,4242,0,6537
3,3405,10,11938,399,1465,0,2364,703,16051,13360,18201,16738,13003,0,1,1,10459,8438,12606,4242,10,6537
3,3954,2,11938,260,1321,4215,516,4923,4539,12567,10103,6830,18785,0,1,1,8560,2135,12610,5845,8,6537
8,3527,7,5512,4414,3533,0,659,4822,1213,5335,2296,1848,6053,0,1,1,193,85,12605,4242,9,6538
6,4622,10,11103,316,1219,1797,2957,3330,9286,15857,19253,6540,4589,2,0,1,3898,1452,3637,1185,2,1897
7,4300,10,9365,2771,2553,0,2390,4601,8094,2419,19253,6540,14451,2,0,1,7619,1452,3637,5845,2,1897
6,3889,1,8844,1551,3319,0,517,2603,4049,15857,6292,18482,18785,2,0,1,3406,9427,3637,1185,3,1897
8,4870,8,11747,2930,3220,0,4804,4856,4128,15857,6292,6540,16444,2,0,1,10459,1452,3637,5845,3,1897
0,4359,10,10324,804,1028,1121,2830,1697,16051,7815,6292,6540,1852,0,0,1,10459,1452,3637,1185,2,1897
6,3970,8,11938,1326,1505,5984,2868,4923,16051,5406,6292,6540,7554,2,1,1,3188,1452,3637,1185,8,1897
3,5132,1,10498,3350,225,6375,1204,352,11772,2576,6292,6540,8957,2,0,1,10459,9427,3637,1185,0,1897
0,4870,10,11938,2420,2127,1115,4720,1727,12490,6393,6292,6540,18785,2,0,1,10459,1452,3637,1185,0,1897
3,4129,10,7980,481,561,7351,2917,976,11862,15857,6292,6540,5376,0,0,1,7184,1452,3637,1185,3,1897
2,5152,6,11707,928,1271,4428,2789,4923,13354,15857,6292,6540,917,2,0,1,3835,1452,3637,1185,2,1897
2,2326,4,4899,195,5059,5318,3371,1508,1305,9577,16003,13415,15617,0,1,1,491,6193,5380,1792,9,2812
2,5152,2,8569,177,3290,3676,5598,1484,16051,9727,15596,12877,14236,0,1,1,491,5769,5379,1788,10,2813
1,2108,10,11938,404,612,3164,2804,1115,16051,12751,14931,11632,13959,0,1,1,1348,5150,15345,1792,0,8042
2,4663,5,5834,718,156,3522,3246,1415,11858,6789,10771,18482,12532,0,1,1,3413,2350,5381,1792,0,2812
2,4524,7,8217,404,622,4961,5598,3213,10153,15857,10371,18482,11077,0,1,1,491,3025,5382,1792,9,2812
5,1751,9,3325,241,6616,5301,2317,1484,11288,9824,19253,2256,18785,0,0,1,3413,190,14161,5695,4,7325
4,4457,4,7554,371,2759,2392,5122,2006,7929,8089,11304,8891,8530,0,1,1,10459,3490,5384,1788,3,2812
1,2994,10,6907,216,7269,1694,3471,1192,12762,1823,9248,5119,5277,1,0,0,1610,1128,5385,5301,3,2812
5,2900,10,2015,256,2448,6186,4428,4923,10600,8766,10645,7715,8251,0,1,1,672,0,4941,1788,6,2577
3,4328,4,6417,256,598,4020,2947,4923,8407,12471,1027,1083,7880,0,1,0,3413,19,5383,600,3,2812
2,4962,10,11071,4876,2623,0,4992,2972,16051,12480,16534,16137,16249,0,1,1,30,7587,15345,5845,0,8042
2,5023,8,11938,4613,3364,7351,4514,4401,15752,13382,15972,15954,16151,0,1,0,3672,8062,15345,4718,9,8042
9,2757,10,5247,4482,2305,7351,3388,4172,2910,7810,17040,18482,14780,0,1,1,4465,8124,3212,1034,5,1656
3,5152,7,11492,4663,621,7351,5598,1902,15505,13183,6487,5993,18785,1,0,0,2050,1378,4166,1086,10,2179
5,4544,10,7909,4526,3133,0,5598,4923,14597,11368,14874,13980,8940,0,1,1,30,6749,3215,1034,0,1656
9,4341,6,9501,2189,3695,0,1335,4347,3282,9488,17040,16112,12789,0,1,1,3698,8124,15345,1034,10,8042
5,5152,7,10930,4614,1823,1371,321,2063,15796,9604,19253,10970,6811,0,1,1,30,5110,3216,1034,8,1656
1,2753,10,5281,4682,2046,7351,5551,4923,16051,14132,15092,14495,8478,0,1,1,3272,7888,3213,1034,6,1656
5,3578,9,8331,3937,972,208,4229,3890,15729,15857,12731,11174,6756,0,1,1,8809,4938,3214,5845,9,1656
6,4976,8,9998,4126,3540,0,3194,2019,1340,8333,14381,17082,14643,0,1,1,385,9427,13003,4250,0,6768
9,3836,4,8813,4876,4822,0,2777,4350,7783,8663,11863,12414,11351,0,1,1,6003,5154,13006,4250,4,6768
8,5152,10,9501,4412,1775,0,1652,4549,15751,5920,14092,13135,10941,0,1,1,9019,3564,13002,4370,4,6768
9,5152,10,7024,4436,1125,0,2182,2738,4085,8861,12778,11885,13380,0,1,1,8128,2759,13005,4370,4,6768
8,3515,9,11938,2051,4697,0,2151,1663,4985,15857,9283,9493,7929,0,1,1,10459,4845,13007,5845,6,6768
6,5152,5,10133,4760,4266,0,4731,4923,16006,8310,9864,7900,10630,0,1,1,2988,1579,13008,4250,8,6768
6,2084,2,5726,3547,3084,0,2602,3824,15885,9996,19253,9462,11009,0,1,1,8046,2057,15345,5845,6,8042
7,4700,10,10415,4408,3149,0,844,1322,3825,4145,1933,2893,797,2,1,1,7123,686,4899,1619,4,2556
1,2530,8,1572,1748,4392,7351,4601,4686,15911,3825,19253,15348,18203,0,0,0,2400,9427,5718,1917,0,3036
6,4157,0,9318,533,4987,734,3210,4923,13001,1517,3409,2148,16081,0,0,0,1794,9427,6103,891,2,3267
3,3851,3,5110,4876,4121,3,5442,3444,10294,4289,5995,4507,14695,0,0,0,10459,658,6102,891,8,3267
3,5152,8,4843,2037,5438,2746,2261,4860,15791,3686,13324,12028,16919,0,0,0,351,5792,13263,5845,2,6891
2,2410,10,6229,201,5760,26,5270,1713,3410,10123,19253,9235,13632,0,1,0,9109,2686,12801,2054,0,6640
0,1230,7,1724,764,5972,866,4001,4923,14268,9925,3404,2192,18785,0,0,0,2400,271,6104,5223,0,3268
8,4334,6,5665,2268,3256,858,5312,4923,6680,2581,5509,18482,6772,0,0,0,2203,1530,15345,955,10,8042
5,3110,10,4838,4876,5124,0,1674,4845,8335,2409,1063,955,5345,0,0,0,1794,4,6101,891,8,3267
7,4069,0,11938,4876,4675,0,2974,4788,7395,4093,4988,18482,18785,0,0,1,351,1419,13262,4416,5,6892
2,3295,8,11938,817,5664,7351,1511,2859,16051,15857,1677,18482,4038,0,0,0,5851,7,15345,4423,6,8042
4,1462,9,1421,626,5245,0,615,2784,10996,8055,19253,9009,18785,0,1,1,784,1788,15345,355,3,8042
4,1076,10,3372,268,6080,7351,5598,4923,6970,15857,6533,6816,14868,0,1,1,10459,1778,1083,355,0,610
6,3187,6,2878,879,4044,0,3549,4801,6860,1334,11196,9768,15185,0,0,0,784,3054,1087,5845,2,610
6,4576,9,7618,1441,3904,0,4654,4038,6452,10328,13297,11456,18785,0,1,1,381,5915,5038,5284,9,2640
2,1212,3,1579,785,5659,0,1223,3533,16051,1805,4616,3686,8797,0,0,0,784,521,1088,4673,3,610
7,2689,10,3840,879,7269,0,4917,4769,7865,15857,19253,4493,11482,0,1,1,4936,341,1084,355,2,610
1,2120,10,2499,1883,5561,7351,202,3142,846,15857,3750,18482,11752,0,0,1,9118,9427,1089,5845,10,611
1,5152,10,1066,2319,7269,1968,5598,1539,12984,10310,3346,3643,7375,0,1,1,10174,329,15345,355,3,8042
5,4541,5,8388,3863,7269,1719,3697,4043,10270,5752,19253,9768,5684,0,1,0,8677,3054,1087,2249,3,610
